,id,imdb_id,original_title,title,genres,budget,revenue,release_date,runtime,vote_average,vote_count,genre_term_1,genre_term_2,genre_term_3,genre_term_4,genre_term_5,genre_term_6,genre_term_7,genre_term_8,genre_term_9,budget_adjusted_to_2020,revenue_adjusted_to_2020
352,712,tt0109831,Four Weddings and a Funeral,Four Weddings and a Funeral,"Comedy,Drama,Romance",6000000.0,254700832.0,1994-03-09,117.0,6.6,654.0,Comedy,Drama,Romance,,,,,,,10477800.0,444784062.92
355,10879,tt0110093,I Love Trouble,I Love Trouble,"Action,Comedy,Romance",45000000.0,61947267.0,1994-06-29,123.0,5.3,41.0,Action,Comedy,Romance,,,,,,,78583500.0,108178512.36
359,8587,tt0110357,The Lion King,The Lion King,"Family,Animation,Drama",45000000.0,788241776.0,1994-06-23,89.0,8.0,5520.0,Family,Animation,Drama,,,,,,,78583500.0,1376506613.43
360,1689,tt0107426,Little Buddha,Little Buddha,"Drama,History",35000000.0,4858139.0,1993-12-01,140.0,6.0,76.0,Drama,History,,,,,,,,62678000.0,8699955.32
361,11596,tt0111686,New Nightmare,New Nightmare,"Horror,Thriller,Mystery,Fantasy",14000000.0,18090181.0,1994-10-13,112.0,6.4,297.0,Horror,Thriller,Mystery,Fantasy,,,,,,24448200.0,31590883.08
362,854,tt0110475,The Mask,The Mask,"Romance,Comedy,Crime,Fantasy",23000000.0,351583407.0,1994-07-29,101.0,6.6,2550.0,Romance,Comedy,Crime,Fantasy,,,,,,40164900.0,613970103.64
365,36593,tt0110622,The Naked Gun 33⅓: The Final Insult,The Naked Gun 33⅓: The Final Insult,"Comedy,Crime",30000000.0,51132598.0,1994-03-18,83.0,6.4,535.0,Comedy,Crime,,,,,,,,52389000.0,89292855.89
367,2788,tt0110950,Reality Bites,Reality Bites,Drama,11500000.0,20079850.0,1994-02-18,99.0,6.5,180.0,Drama,,,,,,,,,20082450.0,35065442.05
368,10427,tt0105226,Red Rock West,Red Rock West,"Crime,Drama,Thriller",8000000.0,2000000.0,1993-07-08,98.0,6.4,71.0,Crime,Drama,Thriller,,,,,,,14326400.0,3581600.0
372,1637,tt0111257,Speed,Speed,"Action,Adventure,Crime",30000000.0,350448145.0,1994-06-09,116.0,6.8,1814.0,Action,Adventure,Crime,,,,,,,52389000.0,611987595.61
374,8831,tt0111438,Timecop,Timecop,"Thriller,Science,Fiction,Action,Crime",27000000.0,101646581.0,1994-09-15,99.0,5.5,288.0,Thriller,Science,Fiction,Action,Crime,,,,,47150100.0,177505424.4
375,36955,tt0111503,True Lies,True Lies,"Action,Thriller",115000000.0,378882411.0,1994-07-14,141.0,6.8,1138.0,Action,Thriller,,,,,,,,200824500.0,661642354.33
378,12160,tt0111756,Wyatt Earp,Wyatt Earp,"Drama,Action,Western",63000000.0,25052000.0,1994-06-24,191.0,6.5,203.0,Drama,Action,Western,,,,,,,110016900.0,43748307.6
382,26352,tt0110399,A Low Down Dirty Shame,A Low Down Dirty Shame,"Action,Comedy,Crime",10000000.0,29392418.0,1994-11-23,100.0,6.0,31.0,Action,Comedy,Crime,,,,,,,17463000.0,51327979.55
386,22067,tt0110186,Jason's Lyric,Jason's Lyric,"Crime,Drama,Romance",7000000.0,20851521.0,1994-09-28,119.0,5.9,9.0,Crime,Drama,Romance,,,,,,,12224100.0,36413011.12
388,11667,tt0111301,Street Fighter,Street Fighter,"Action,Adventure,Thriller",35000000.0,99423521.0,1994-12-22,102.0,4.1,330.0,Action,Adventure,Thriller,,,,,,,61120500.0,173623294.72
400,8011,tt0110027,Highlander III: The Sorcerer,Highlander: The Final Dimension,"Action,Fantasy,Science,Fiction",26000000.0,36800000.0,1994-11-29,99.0,4.5,110.0,Action,Fantasy,Science,Fiction,,,,,,45403800.0,64263840.0
402,2654,tt0113409,In the Mouth of Madness,In the Mouth of Madness,"Horror,Mystery,Thriller",8000000.0,8946600.0,1994-12-12,95.0,7.1,307.0,Horror,Mystery,Thriller,,,,,,,13970400.0,15623447.58
407,10436,tt0106226,The Age of Innocence,The Age of Innocence,"Drama,Romance",34000000.0,32255440.0,1993-09-17,139.0,7.0,172.0,Drama,Romance,,,,,,,,60887200.0,57763041.95
409,46094,tt0109067,The Air Up There,The Air Up There,"Comedy,Family",17080000.0,21011500.0,1994-01-07,107.0,5.1,42.0,Comedy,Family,,,,,,,,29826804.0,36692382.45
415,306,tt0109254,Beverly Hills Cop III,Beverly Hills Cop III,"Action,Comedy,Crime",50000000.0,119208989.0,1994-05-24,104.0,5.5,445.0,Action,Comedy,Crime,,,,,,,87315000.0,208174657.49
421,4722,tt0106452,Body Snatchers,Body Snatchers,"Horror,Science,Fiction,Thriller",13000000.0,428868.0,1993-06-09,87.0,5.8,102.0,Horror,Science,Fiction,Thriller,,,,,,23280400.0,768016.81
423,1607,tt0106489,A Bronx Tale,A Bronx Tale,"Drama,Crime",22000000.0,17287898.0,1993-09-14,121.0,7.4,447.0,Drama,Crime,,,,,,,,39397600.0,30959167.74
425,117553,tt0106505,Calendar Girl,Calendar Girl,"Drama,Comedy",13000000.0,2570145.0,1993-09-03,90.0,3.7,10.0,Drama,Comedy,,,,,,,,23280400.0,4602615.67
426,6075,tt0106519,Carlito's Way,Carlito's Way,"Action,Crime,Drama,Thriller",30000000.0,36516012.0,1993-11-10,144.0,7.7,805.0,Action,Crime,Drama,Thriller,,,,,,53724000.0,65392874.29
429,9350,tt0106582,Cliffhanger,Cliffhanger,"Action,Adventure,Thriller",70000000.0,255000211.0,1993-05-28,112.0,6.1,600.0,Action,Adventure,Thriller,,,,,,,125356000.0,456654377.86
431,2124,tt0109456,Color of Night,Color of Night,"Drama,Mystery,Romance,Thriller",40000000.0,19726050.0,1994-08-19,121.0,5.4,117.0,Drama,Mystery,Romance,Thriller,,,,,,69852000.0,34447601.12
436,9571,tt0106677,Dazed and Confused,Dazed and Confused,"Comedy,Drama",6900000.0,7993039.0,1993-09-24,102.0,7.4,588.0,Comedy,Drama,,,,,,,,12356520.0,14313934.24
437,9739,tt0106697,Demolition Man,Demolition Man,"Crime,Action,Science,Fiction",57000000.0,159055768.0,1993-10-08,115.0,6.4,1018.0,Crime,Action,Science,Fiction,,,,,,102075600.0,284837069.33
448,9024,tt0106941,For Love or Money,For Love or Money,"Comedy,Romance",30000000.0,11146270.0,1993-10-01,94.0,5.7,77.0,Comedy,Romance,,,,,,,,53724000.0,19960740.32
449,37233,tt0106918,The Firm,The Firm,"Drama,Mystery,Thriller",42000000.0,270248367.0,1993-06-30,154.0,6.6,513.0,Drama,Mystery,Thriller,,,,,,,75213600.0,483960775.62
450,1634,tt0106965,Free Willy,Free Willy,"Family,Adventure",20000000.0,153698625.0,1993-07-16,112.0,6.0,429.0,Family,Adventure,,,,,,,,35816000.0,275243497.65
452,5503,tt0106977,The Fugitive,The Fugitive,"Adventure,Action,Thriller,Crime,Mystery",44000000.0,368875760.0,1993-08-06,130.0,7.2,1240.0,Adventure,Action,Thriller,Crime,Mystery,,,,,78795200.0,660582711.01
453,35588,tt0107004,Geronimo: An American Legend,Geronimo: An American Legend,"History,Action,Drama,Western",35000000.0,18635620.0,1993-12-10,115.0,5.9,44.0,History,Action,Drama,Western,,,,,,62678000.0,33372668.3
459,2019,tt0107076,Hard Target,Hard Target,"Action,Adventure,Crime,Thriller",18000000.0,74189677.0,1993-08-20,97.0,6.1,237.0,Action,Adventure,Crime,Thriller,,,,,,32234400.0,132858873.57
461,9255,tt0107144,Hot Shots! Part Deux,Hot Shots! Part Deux,"Action,Comedy,War",25000000.0,133752825.0,1993-05-21,86.0,6.2,463.0,Action,Comedy,War,,,,,,,44770000.0,239524559.01
469,9386,tt0107206,In the Line of Fire,In the Line of Fire,"Action,Drama,Thriller,Crime,Mystery",40000000.0,176997168.0,1993-07-08,128.0,6.8,392.0,Action,Drama,Thriller,Crime,Mystery,,,,,71632000.0,316966528.45
470,7984,tt0107207,In the Name of the Father,In the Name of the Father,Drama,13000000.0,65796862.0,1993-12-12,133.0,7.6,363.0,Drama,,,,,,,,,23280400.0,117829020.47
475,329,tt0107290,Jurassic Park,Jurassic Park,"Adventure,Science,Fiction",63000000.0,920100000.0,1993-06-11,127.0,7.6,4956.0,Adventure,Science,Fiction,,,,,,,112820400.0,1647715080.0
476,10909,tt0107302,Kalifornia,Kalifornia,"Thriller,Crime",9000000.0,2395231.0,1993-09-01,117.0,6.5,209.0,Thriller,Crime,,,,,,,,16117200.0,4289379.67
477,507,tt0110265,Killing Zoe,Killing Zoe,"Action,Crime,Drama,Thriller",1500000.0,418961.0,1993-10-01,96.0,6.1,111.0,Action,Crime,Drama,Thriller,,,,,,2686200.0,750275.36
480,9593,tt0107362,Last Action Hero,Last Action Hero,"Adventure,Fantasy,Action,Comedy,Family",85000000.0,137298489.0,1993-06-18,130.0,6.1,725.0,Adventure,Fantasy,Action,Comedy,Family,,,,,152218000.0,245874134.1
487,10440,tt0107507,Manhattan Murder Mystery,Manhattan Murder Mystery,"Comedy,Mystery",13500000.0,11285588.0,1993-08-18,104.0,7.1,169.0,Comedy,Mystery,,,,,,,,24175800.0,20210230.99
488,9516,tt0107554,Menace II Society,Menace II Society,"Drama,Action,Crime",3500000.0,27900000.0,1993-05-26,97.0,7.2,179.0,Drama,Action,Crime,,,,,,,6267800.0,49963320.0
489,2320,tt0116253,Executive Decision,Executive Decision,"Action,Adventure,Drama,Thriller",55000000.0,121969216.0,1996-03-15,133.0,5.8,261.0,Action,Adventure,Drama,Thriller,,,,,,90634500.0,200993071.05
495,788,tt0107614,Mrs. Doubtfire,Mrs. Doubtfire,"Comedy,Drama,Family",25000000.0,441286195.0,1993-11-24,125.0,7.0,1638.0,Comedy,Drama,Family,,,,,,,44770000.0,790255318.01
497,11231,tt0110657,The Next Karate Kid,The Next Karate Kid,Adventure,12000000.0,15826984.0,1994-07-18,107.0,4.8,202.0,Adventure,,,,,,,,,20955600.0,27638662.16
499,10447,tt0110678,No Escape,No Escape,"Action,Drama,Science,Fiction,Thriller",20000000.0,15340000.0,1994-04-29,118.0,6.1,86.0,Action,Drama,Science,Fiction,Thriller,,,,,34926000.0,26788242.0
502,9559,tt0107808,A Perfect World,A Perfect World,"Crime,Drama,Thriller",30000000.0,135130999.0,1993-11-24,138.0,7.2,376.0,Crime,Drama,Thriller,,,,,,,53724000.0,241992593.01
503,9800,tt0107818,Philadelphia,Philadelphia,Drama,26000000.0,206678440.0,1993-12-22,125.0,7.6,1019.0,Drama,,,,,,,,,46560800.0,370119750.35
504,713,tt0107822,The Piano,The Piano,"Drama,Romance",7000000.0,116700000.0,1993-05-19,121.0,7.1,290.0,Drama,Romance,,,,,,,,12535600.0,208986360.0
505,8291,tt0107840,Poetic Justice,Poetic Justice,"Drama,Romance",14000000.0,27515786.0,1993-07-23,109.0,6.9,47.0,Drama,Romance,,,,,,,,25071200.0,49275269.57
509,10872,tt0110955,The Ref,The Ref,Comedy,11000000.0,11439193.0,1994-03-09,97.0,6.7,99.0,Comedy,,,,,,,,,19209300.0,19976262.74
510,1245,tt0107943,The Remains of the Day,The Remains of the Day,"Drama,Romance",11500000.0,23237911.0,1993-11-05,134.0,7.5,213.0,Drama,Romance,,,,,,,,20594200.0,41614451.02
511,11858,tt0110971,Renaissance Man,Renaissance Man,"Comedy,War",40000000.0,24332324.0,1994-06-03,128.0,5.9,83.0,Comedy,War,,,,,,,,69852000.0,42491537.4
514,5550,tt0107978,RoboCop 3,RoboCop 3,"Action,Adventure,Crime,Science,Fiction,Thriller",22000000.0,10696210.0,1993-04-17,104.0,4.2,309.0,Action,Adventure,Crime,Science,Fiction,Thriller,,,,39397600.0,19154772.87
515,8005,tt0107977,Robin Hood: Men in Tights,Robin Hood: Men in Tights,Comedy,20000000.0,35739755.0,1993-07-28,104.0,6.4,575.0,Comedy,,,,,,,,,35816000.0,64002753.25
516,2088,tt0107983,Romeo Is Bleeding,Romeo Is Bleeding,"Action,Crime,Drama,Thriller",11500000.0,3275585.0,1993-09-13,100.0,5.7,36.0,Action,Crime,Drama,Thriller,,,,,,20594200.0,5865917.62
518,47889,tt0108000,Ruby in Paradise,Ruby in Paradise,"Drama,Romance",800000.0,1001437.0,1993-10-08,114.0,5.6,10.0,Drama,Romance,,,,,,,,1432640.0,1793373.38
519,14534,tt0108002,Rudy,Rudy,Drama,12000000.0,22750363.0,1993-09-17,114.0,7.2,187.0,Drama,,,,,,,,,21489600.0,40741350.06
522,424,tt0108052,Schindler's List,Schindler's List,"Drama,History,War",22000000.0,321365567.0,1993-11-29,195.0,8.3,4436.0,Drama,History,War,,,,,,,39397600.0,575501457.38
527,11592,tt0111127,Serial Mom,Serial Mom,"Comedy,Crime,Horror,Thriller",13000000.0,7820688.0,1994-04-13,95.0,6.4,137.0,Comedy,Crime,Horror,Thriller,,,,,,22701900.0,13657267.45
528,8850,tt0111143,The Shadow,The Shadow,"Adventure,Fantasy,Action,Thriller,Science,Fiction",25000000.0,48063435.0,1994-07-01,108.0,5.4,140.0,Adventure,Fantasy,Action,Thriller,Science,Fiction,,,,43657500.0,83933176.54
534,858,tt0108160,Sleepless in Seattle,Sleepless in Seattle,"Comedy,Drama,Romance",21000000.0,227799884.0,1993-06-24,105.0,6.5,630.0,Comedy,Drama,Romance,,,,,,,37606800.0,407944032.27
535,867,tt0108162,Sliver,Sliver,"Drama,Thriller",40000000.0,116300000.0,1993-05-21,108.0,4.9,144.0,Drama,Thriller,,,,,,,,71632000.0,208270040.0
536,78,tt0083658,Blade Runner,Blade Runner,"Science,Fiction,Drama,Thriller",28000000.0,33139618.0,1982-06-25,117.0,7.9,3833.0,Science,Fiction,Drama,Thriller,,,,,,75037200.0,88810862.28
538,10442,tt0108174,So I Married an Axe Murderer,So I Married an Axe Murderer,"Comedy,Crime,Romance",20000000.0,11585483.0,1993-07-30,93.0,6.1,131.0,Comedy,Crime,Romance,,,,,,,35816000.0,20747282.96
541,9607,tt0108255,Super Mario Bros.,Super Mario Bros.,"Adventure,Comedy,Family,Fantasy",48000000.0,20915465.0,1993-05-28,104.0,4.0,236.0,Adventure,Comedy,Family,Fantasy,,,,,,85958400.0,37455414.72
542,17585,tt0111323,Surviving the Game,Surviving the Game,"Action,Adventure,Thriller,Crime",7400000.0,7690013.0,1994-04-15,96.0,6.1,53.0,Action,Adventure,Thriller,Crime,,,,,,12922620.0,13429069.7
543,9057,tt0111400,Terminal Velocity,Terminal Velocity,"Action,Thriller",50000000.0,16478900.0,1994-09-23,102.0,5.0,82.0,Action,Thriller,,,,,,,,87315000.0,28777103.07
546,9479,tt0107688,The Nightmare Before Christmas,The Nightmare Before Christmas,"Fantasy,Animation,Family",18000000.0,75634409.0,1993-10-09,76.0,7.6,2135.0,Fantasy,Animation,Family,,,,,,,32234400.0,135446099.64
547,10057,tt0108333,The Three Musketeers,The Three Musketeers,"Action,Adventure,Comedy",30000000.0,53898845.0,1993-11-11,105.0,6.2,219.0,Action,Adventure,Comedy,,,,,,,53724000.0,96522051.63
548,11969,tt0108358,Tombstone,Tombstone,"Action,Adventure,Drama,History,Western",25000000.0,56505065.0,1993-12-25,130.0,7.4,632.0,Action,Adventure,Drama,History,Western,,,,,44770000.0,101189270.4
550,319,tt0108399,True Romance,True Romance,"Action,Thriller,Crime,Romance",12500000.0,12281551.0,1993-09-09,120.0,7.5,762.0,Action,Thriller,Crime,Romance,,,,,,22385000.0,21993801.53
552,15139,tt0110763,The Pagemaster,The Pagemaster,"Fantasy,Science,Fiction,Family,Animation",27000000.0,13670688.0,1994-11-23,80.0,6.2,178.0,Fantasy,Science,Fiction,Family,Animation,,,,,47150100.0,23873122.45
579,771,tt0099785,Home Alone,Home Alone,"Comedy,Family",18000000.0,476684675.0,1990-11-09,103.0,7.1,2487.0,Comedy,Family,,,,,,,,35609400.0,943025292.55
580,251,tt0099653,Ghost,Ghost,"Fantasy,Drama,Thriller,Mystery,Romance",22000000.0,505000000.0,1990-07-12,127.0,6.9,1381.0,Fantasy,Drama,Thriller,Mystery,Romance,,,,,43522600.0,999041500.0
581,812,tt0103639,Aladdin,Aladdin,"Animation,Family,Comedy,Adventure,Fantasy,Romance",28000000.0,504050219.0,1992-11-25,90.0,7.4,3495.0,Animation,Family,Comedy,Adventure,Fantasy,Romance,,,,51632000.0,929468603.84
582,280,tt0103064,Terminator 2: Judgment Day,Terminator 2: Judgment Day,"Action,Thriller,Science,Fiction",100000000.0,520000000.0,1991-07-01,137.0,7.7,4274.0,Action,Thriller,Science,Fiction,,,,,,189830000.0,987116000.0
583,581,tt0099348,Dances with Wolves,Dances with Wolves,"Adventure,Drama,Western",22000000.0,424208848.0,1990-11-09,181.0,7.6,1084.0,Adventure,Drama,Western,,,,,,,43522600.0,839212364.0
585,268,tt0096895,Batman,Batman,"Fantasy,Action",35000000.0,411348924.0,1989-06-23,126.0,7.0,2145.0,Fantasy,Action,,,,,,,,72968000.0,857580236.76
586,274,tt0102926,The Silence of the Lambs,The Silence of the Lambs,"Crime,Drama,Thriller",19000000.0,272742922.0,1991-02-01,119.0,8.1,4549.0,Crime,Drama,Thriller,,,,,,,36067700.0,517747888.83
587,408,tt0029583,Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs,"Fantasy,Animation,Family",1488423.0,184925486.0,1937-12-20,83.0,6.9,1973.0,Fantasy,Animation,Family,,,,,,,26808879.71,3330803883.64
588,10020,tt0101414,Beauty and the Beast,Beauty and the Beast,"Romance,Family,Animation,Fantasy,Music",25000000.0,377350553.0,1991-11-13,84.0,7.5,3029.0,Romance,Family,Animation,Fantasy,Music,,,,,47457500.0,716324554.76
589,10895,tt0032910,Pinocchio,Pinocchio,"Animation,Family",2600000.0,84300000.0,1940-02-23,88.0,6.9,1412.0,Animation,Family,,,,,,,,47945300.0,1554534150.0
590,114,tt0100405,Pretty Woman,Pretty Woman,"Romance,Comedy",14000000.0,463000000.0,1990-03-23,119.0,7.0,1807.0,Romance,Comedy,,,,,,,,27696200.0,915952900.0
592,576,tt0065214,The Wild Bunch,The Wild Bunch,"Adventure,Western",6244087.0,638641.0,1969-06-17,145.0,7.7,266.0,Adventure,Western,,,,,,,,43963992.16,4496607.42
600,275,tt0116282,Fargo,Fargo,"Crime,Drama,Thriller",7000000.0,60611975.0,1996-04-05,98.0,7.7,2080.0,Crime,Drama,Thriller,,,,,,,11535300.0,99882473.6
603,8766,tt0116514,Hellraiser: Bloodline,Hellraiser: Bloodline,"Horror,Thriller,Science,Fiction",4000000.0,16675000.0,1996-03-08,86.0,4.9,111.0,Horror,Thriller,Science,Fiction,,,,,,6591600.0,27478732.5
608,10112,tt0065421,The Aristocats,The Aristocats,"Animation,Comedy,Family,Adventure",4000000.0,55675257.0,1970-12-23,78.0,7.1,1287.0,Animation,Comedy,Family,Adventure,,,,,,26706800.0,371726988.41
619,1592,tt0117381,Primal Fear,Primal Fear,"Crime,Drama,Mystery,Thriller",30000000.0,102616183.0,1996-04-03,129.0,7.4,644.0,Crime,Drama,Mystery,Thriller,,,,,,49437000.0,169101207.97
630,61752,tt0116414,Girl 6,Girl 6,Comedy,12000000.0,4939939.0,1996-03-22,108.0,5.7,17.0,Comedy,,,,,,,,,19774800.0,8140525.48
637,10684,tt0115956,Courage Under Fire,Courage Under Fire,"Drama,Thriller,Mystery,War",46000000.0,100860818.0,1996-07-04,117.0,6.2,240.0,Drama,Thriller,Mystery,War,,,,,,75803400.0,166208541.98
638,954,tt0117060,Mission: Impossible,Mission: Impossible,"Adventure,Action,Thriller",80000000.0,457696359.0,1996-05-22,110.0,6.7,2677.0,Adventure,Action,Thriller,,,,,,,131832000.0,754237830.0
643,8840,tt0116136,DragonHeart,DragonHeart,Fantasy,57000000.0,115267375.0,1996-05-31,103.0,6.4,553.0,Fantasy,,,,,,,,,93930300.0,189949107.26
651,10539,tt0116683,James and the Giant Peach,James and the Giant Peach,"Adventure,Animation,Family",38000000.0,28921264.0,1996-04-12,79.0,6.2,375.0,Adventure,Animation,Family,,,,,,,62620200.0,47659350.95
654,47502,tt0116269,Faithful,Faithful,"Comedy,Crime,Drama",13000000.0,9789900.0,1996-04-03,91.0,4.8,4.0,Comedy,Crime,Drama,,,,,,,21422700.0,16132776.21
662,2300,tt0117705,Space Jam,Space Jam,"Animation,Comedy,Drama,Family,Fantasy",80000000.0,250200000.0,1996-11-15,88.0,6.5,1335.0,Animation,Comedy,Drama,Family,Fantasy,,,,,131832000.0,412304580.0
663,8069,tt0062711,Barbarella,Barbarella,"Science,Fiction",9000000.0,2500000.0,1968-10-10,98.0,5.7,149.0,Science,Fiction,,,,,,,,67023900.0,18617750.0
677,40001,tt0117104,Mrs. Winterbourne,Mrs. Winterbourne,"Comedy,Romance,Drama",25000000.0,10070000.0,1996-04-19,105.0,5.5,26.0,Comedy,Romance,Drama,,,,,,,41197500.0,16594353.0
690,9103,tt0117420,The Quest,The Quest,"Action,Adventure",30000000.0,57400547.0,1996-04-19,95.0,5.3,126.0,Action,Adventure,,,,,,,,49437000.0,94590361.4
695,12233,tt0095776,Oliver & Company,Oliver & Company,"Animation,Comedy,Family",31000000.0,74151346.0,1988-11-18,74.0,6.5,372.0,Animation,Comedy,Family,,,,,,,67824900.0,162235729.91
697,36355,tt0116322,Flipper,Flipper,"Adventure,Family",25530000.0,20080020.0,1996-05-17,95.0,5.3,85.0,Adventure,Family,,,,,,,,42070887.0,33089864.96
701,11876,tt0113362,Le Hussard sur le toit,The Horseman on the Roof,"War,Adventure,Drama,Romance",35000000.0,15000000.0,1995-09-20,135.0,6.7,25.0,War,Adventure,Drama,Romance,,,,,,59381000.0,25449000.0
708,9100,tt0115963,The Craft,The Craft,"Drama,Fantasy,Horror,Thriller",15000000.0,24769466.0,1996-05-03,101.0,6.3,388.0,Drama,Fantasy,Horror,Thriller,,,,,,24718500.0,40817603.02
715,40507,tt0117260,Original Gangstas,Original Gangstas,"Action,Drama,Crime,Thriller",4800000.0,3014000.0,1996-05-10,99.0,5.5,5.0,Action,Drama,Crime,Thriller,,,,,,7909920.0,4966770.6
716,9802,tt0117500,The Rock,The Rock,"Action,Adventure,Thriller",75000000.0,335062621.0,1996-06-06,136.0,6.9,1474.0,Action,Adventure,Thriller,,,,,,,123592500.0,552149693.15
719,664,tt0117998,Twister,Twister,"Action,Adventure,Drama",92000000.0,494471524.0,1996-05-10,113.0,6.1,966.0,Action,Adventure,Drama,,,,,,,151606800.0,814839624.4
730,10547,tt0115571,The Arrival,The Arrival,"Action,Mystery,Science,Fiction,Thriller",25000000.0,14048372.0,1996-05-31,115.0,6.1,200.0,Action,Mystery,Science,Fiction,Thriller,,,,,41197500.0,23150312.22
732,935,tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Drama,Comedy,War",1800000.0,9440272.0,1964-01-29,95.0,8.0,1472.0,Drama,Comedy,War,,,,,,,14990400.0,78618585.22
743,9826,tt0117331,The Phantom,The Phantom,"Adventure,Action",45000000.0,17300889.0,1996-06-06,100.0,4.7,138.0,Adventure,Action,,,,,,,,74155500.0,28510134.98
744,9879,tt0117765,Striptease,Striptease,"Drama,Thriller,Crime",50000000.0,113309743.0,1996-06-28,115.0,4.4,210.0,Drama,Thriller,Crime,,,,,,,82395000.0,186723125.49
747,7095,tt0116669,Jack,Jack,"Comedy,Drama,Science,Fiction",45000000.0,58620973.0,1996-08-09,113.0,5.9,340.0,Comedy,Drama,Science,Fiction,,,,,,74155500.0,96601501.41
758,627,tt0117951,Trainspotting,Trainspotting,"Drama,Crime",4000000.0,16491080.0,1996-02-23,93.0,7.8,2737.0,Drama,Crime,,,,,,,,6591600.0,27175650.73
760,602,tt0116629,Independence Day,Independence Day,"Action,Adventure,Science,Fiction",75000000.0,816969268.0,1996-06-25,145.0,6.7,3334.0,Action,Adventure,Science,Fiction,,,,,,123592500.0,1346283656.74
762,9566,tt0116277,The Fan,The Fan,"Drama,Mystery,Thriller",55000000.0,18626419.0,1996-08-15,116.0,5.7,202.0,Drama,Mystery,Thriller,,,,,,,90634500.0,30694475.87
763,10545,tt0116583,The Hunchback of Notre Dame,The Hunchback of Notre Dame,"Drama,Animation,Family",100000000.0,100138851.0,1996-06-21,91.0,6.8,1182.0,Drama,Animation,Family,,,,,,,164790000.0,165018812.56
764,9894,tt0115798,The Cable Guy,The Cable Guy,"Comedy,Drama,Thriller",47000000.0,102825796.0,1996-06-10,96.0,5.7,603.0,Comedy,Drama,Thriller,,,,,,,77451300.0,169446629.23
765,11543,tt0116778,Kingpin,Kingpin,Comedy,27000000.0,25023434.0,1996-07-04,113.0,6.7,248.0,Comedy,,,,,,,,,44493300.0,41236116.89
766,9268,tt0116213,Eraser,Eraser,"Action,Drama,Mystery,Thriller",100000000.0,242295562.0,1996-06-21,115.0,5.6,553.0,Action,Drama,Mystery,Thriller,,,,,,164790000.0,399278856.62
768,9327,tt0117218,The Nutty Professor,The Nutty Professor,"Fantasy,Comedy,Romance,Science,Fiction",54000000.0,128769345.0,1996-06-26,95.0,5.4,717.0,Fantasy,Comedy,Romance,Science,Fiction,,,,,88986600.0,212199003.63
777,11228,tt0116040,Daylight,Daylight,"Action,Adventure,Thriller",80000000.0,159212469.0,1996-12-06,115.0,5.8,385.0,Action,Adventure,Thriller,,,,,,,131832000.0,262366227.67
